iter	Logloss
326	0.6268629514
327	0.6266937346
328	0.6264964087
329	0.6263685309
330	0.6261787785
331	0.6260605595
332	0.625930606
333	0.6258526581
334	0.6256979205
335	0.6255376024
336	0.6254176296
337	0.6253406318
338	0.625176382
339	0.6250063774
340	0.6248792082
341	0.624742722
342	0.6245561246
343	0.6243790188
344	0.6241822807
345	0.6240856953
346	0.6239518138
347	0.6238620972
348	0.6236514375
349	0.6234931407
350	0.6233577843
351	0.6231938324
352	0.6229949487
353	0.6229203524
354	0.6228191277
355	0.6225408242
356	0.6223773597
357	0.6222143856
358	0.6220690321
359	0.6219276602
360	0.621770453
361	0.6216598442
362	0.6215150109
363	0.6211416389
364	0.620900478
365	0.620703507
366	0.6205560979
367	0.6204878453
368	0.62030217
369	0.6201105503
370	0.6196915962
371	0.6195668172
372	0.6194383573
373	0.6192689376
374	0.619111014
375	0.6188586995
376	0.6187169278
377	0.618558053
378	0.6183693328
379	0.6182339859
380	0.6180960757
381	0.6178441706
382	0.6177271359
383	0.6175504658
384	0.6175354349
385	0.6174287787
386	0.617284182
387	0.6170943446
388	0.6169199784
389	0.6167088035
390	0.6165879343
391	0.6164670189
392	0.6163335029
393	0.6161673756
394	0.616024206
395	0.6158680476
396	0.6156502094
397	0.6155332056
398	0.6153531387
399	0.6151537257
400	0.6150310126
401	0.6148880392
402	0.614769342
403	0.6145121904
404	0.6144053717
405	0.6141561669
406	0.6140776542
407	0.6138239878
408	0.6136711178
409	0.6135314375
410	0.61336762
411	0.6131759545
412	0.6130216012
413	0.6128451804
414	0.612669328
415	0.6125190101
416	0.6124088726
417	0.6122367408
418	0.612027008
419	0.6118651316
420	0.6117405466
421	0.6116191608
422	0.611558873
423	0.611415488
424	0.6113172451
425	0.6111846361
426	0.6110517396
427	0.6108711452
428	0.6107484477
429	0.6106734133
430	0.6105594525
431	0.6104101873
432	0.6102734011
433	0.6101211881
434	0.609968628
435	0.6097472419
436	0.6096388654
437	0.6094501987
438	0.6092910288
439	0.6090232184
440	0.6088668909
441	0.6087016705
442	0.6086058693
443	0.6084734575
444	0.6083669857
445	0.6082300559
446	0.6080582787
447	0.607862946
448	0.60769647
449	0.6076551925
450	0.607519444
451	0.6073513149
452	0.6072275993
453	0.6071052355
454	0.6069410831
455	0.6067485714
456	0.6065607454
457	0.6063291184
458	0.6062106653
459	0.6060531609
460	0.6059194305
461	0.6057904704
462	0.605709765
463	0.6055853087
464	0.6053799244
465	0.6052030364
466	0.6050147379
467	0.6048044265
468	0.6045808132
469	0.6043511907
470	0.6041532718
471	0.6039312512
472	0.6037644175
473	0.6035701173
474	0.603402391
475	0.6032244465
476	0.6030987848
477	0.602942944
478	0.6026819584
479	0.6024717633
480	0.6023090175
481	0.6021390057
482	0.6019431993
483	0.6017133205
484	0.6015413081
485	0.6013427055
486	0.6011192493
487	0.6009170994
488	0.6007509382
489	0.6005733211
490	0.6003990696
491	0.6002614254
492	0.6001652412
493	0.5999725926
494	0.5997956641
495	0.5996124353
496	0.5994665637
497	0.5992871583
498	0.5991673242
499	0.5990734649
500	0.5988244326
501	0.5986901911
502	0.5985105149
503	0.5983431716
504	0.5982226662
505	0.5981164605
506	0.5979335985
507	0.5978236309
508	0.5976587019
509	0.5975201935
510	0.5973786569
511	0.5972285124
512	0.5971275752
513	0.596983488
514	0.5968421208
515	0.5967308596
516	0.5966128307
517	0.5964542352
518	0.5963133069
519	0.5962165572
520	0.5960781044
521	0.5959451052
522	0.5957553949
523	0.5955816648
524	0.5954130975
525	0.5952805774
526	0.5951340315
527	0.5949799964
528	0.5948502991
529	0.5947554997
530	0.5945000301
531	0.5944004387
532	0.5942791883
533	0.5941183846
534	0.5940471009
535	0.5938687626
536	0.5937589752
537	0.5936493687
538	0.5935112529
539	0.5933151434
540	0.5930596162
541	0.5929404147
542	0.5927687501
543	0.5926219245
544	0.5923800781
545	0.5921430582
546	0.5920136592
547	0.5917493452
548	0.5916056085
549	0.5913900844
550	0.5912891167
551	0.5911660184
552	0.5910318201
553	0.5908838627
554	0.5907317576
555	0.5905681083
556	0.5903739759
557	0.5901979167
558	0.5900122573
559	0.5898698974
560	0.5897240027
561	0.589543735
562	0.5894139795
563	0.5891622978
564	0.5890307452
565	0.5887883323
566	0.5886079759
567	0.5884613659
568	0.5882523728
569	0.5880546152
570	0.5879051436
571	0.5876907642
572	0.5874932282
573	0.5872914977
574	0.5871142348
575	0.5869897295
576	0.5868020124
577	0.5867065154
578	0.5865857943
579	0.5864356822
580	0.5861930025
581	0.5860197127
582	0.5858516975
583	0.5857106838
584	0.5855934749
585	0.5854227722
586	0.5852307137
587	0.5851323714
588	0.585012329
589	0.5848718751
590	0.5846668904
591	0.5845719601
592	0.5843951133
593	0.5843087912
594	0.5841278429
595	0.5840006477
596	0.583824827
597	0.5836878657
598	0.5835175489
599	0.5834317878
600	0.583204964
601	0.5830981888
602	0.5829600342
603	0.5827212615
604	0.5824767678
605	0.5822925703
606	0.5820271776
607	0.5819126475
608	0.5816572959
609	0.581493162
610	0.5813107601
611	0.5811227363
612	0.5810104159
613	0.5808081164
614	0.580661703
615	0.5804444381
616	0.5803026188
617	0.5801635731
618	0.5799932402
619	0.5798694857
620	0.5796758897
621	0.5795822601
622	0.5794271967
623	0.5792959509
624	0.5791530964
625	0.5789675401
626	0.5788327935
627	0.578695364
628	0.5785539605
629	0.5783731988
630	0.5781481325
631	0.5780316995
632	0.5779009464
633	0.5777167392
634	0.5775327495
635	0.577317462
636	0.5771871489
637	0.5770341136
638	0.5769066993
639	0.5767130225
640	0.5766182955
641	0.5765046248
642	0.5763823953
643	0.5762189666
644	0.575997191
645	0.5758596851
646	0.5757103122
647	0.5755193332
648	0.5752834903
649	0.575098887
650	0.5748719779
651	0.5746583112
652	0.5745174724
653	0.5744116759
654	0.5742735664
655	0.5740700991
656	0.5738078425
657	0.5736694985
658	0.5734246682
659	0.5732814838
660	0.5731301783
661	0.5729712771
662	0.5727789809
663	0.5726051115
664	0.5724049853
665	0.5722645391
666	0.5720892475
667	0.5719144596
668	0.57167631
669	0.571477367
670	0.5713398563
671	0.571190976
672	0.5709777702
673	0.5708236255
674	0.5706478725
675	0.5704528988
676	0.5702486701
677	0.5700603691
678	0.5698570655
679	0.5697389109
680	0.569621907
681	0.5694595625
682	0.5692622038
683	0.5691088774
684	0.5689551728
685	0.5687032789
686	0.5685104857
687	0.5683017792
688	0.5680813996
689	0.5680047298
690	0.5678929982
691	0.5677843779
692	0.5676697378
693	0.5675010846
694	0.5673861076
695	0.5672342534
696	0.5671159973
697	0.5669110511
698	0.5667535009
699	0.5666201683
700	0.5664199699
701	0.5662432082
702	0.5660491472
703	0.5658686096
704	0.5656538763
705	0.5655494112
706	0.5654511946
707	0.5652096482
708	0.5650591722
709	0.5648516761
710	0.5646534871
711	0.5644088075
712	0.5642824693
713	0.5641719089
714	0.5640256686
715	0.5638521125
716	0.5637338099
717	0.5634844916
718	0.5632792452
719	0.5631858518
720	0.5629933078
721	0.5628514864
722	0.5627071882
723	0.5625694978
724	0.5624151234
725	0.5623005714
726	0.5621144896
727	0.5618986484
728	0.5617619354
729	0.561618264
730	0.5614069379
731	0.5613001637
732	0.5610440158
733	0.5608768754
734	0.560687387
735	0.5605181481
736	0.560317483
737	0.5601681491
738	0.560063866
739	0.5599314572
740	0.5597862137
741	0.5595893727
742	0.5593683435
743	0.5592654736
744	0.5590598855
745	0.5589295921
746	0.5587835988
747	0.5586038036
748	0.558380844
749	0.558196939
750	0.5580788298
751	0.5579401485
752	0.5577871244
753	0.5576071565
754	0.5573712046
755	0.5571876589
756	0.5570350802
757	0.5568562822
758	0.5566718944
759	0.5564830297
760	0.5563484778
761	0.5562485511
762	0.5560886629
763	0.5558889417
764	0.5557177331
765	0.5555550132
766	0.5553818256
767	0.5552003732
768	0.5550120739
769	0.5548399214
770	0.5546357081
771	0.5544077136
772	0.5543198145
773	0.5541134872
774	0.5539340853
775	0.5537357547
776	0.5536006105
777	0.5534889297
778	0.5532404634
779	0.5531017191
780	0.552970781
781	0.5528226352
782	0.5527276614
783	0.5525222017
784	0.5522891816
785	0.5521045237
786	0.5519091966
787	0.5517238869
788	0.551538169
789	0.5513776148
790	0.5512233617
791	0.5510647935
792	0.5509584168
793	0.550778869
794	0.5506031219
795	0.5504253283
796	0.5502793393
797	0.5500472764
798	0.5499467824
799	0.5498108467
800	0.5496462217
801	0.5494836463
802	0.5492776586
803	0.5491095018
804	0.5489059517
805	0.548743396
806	0.5485797428
807	0.5484478622
808	0.5483008832
809	0.5481767328
810	0.547985791
811	0.5477946547
812	0.5475988592
813	0.5474398208
814	0.5472237923
815	0.5470043808
816	0.5468303961
817	0.5466272459
818	0.5464962865
819	0.5463900173
820	0.54627613
821	0.5461106713
822	0.5459302494
823	0.5457466821
824	0.5455955666
825	0.545388892
826	0.5451904778
827	0.5450211291
828	0.5448629004
829	0.5446957596
830	0.5444820623
831	0.5443767506
832	0.5442241386
833	0.5439929463
834	0.5437327864
835	0.5435996266
836	0.5434163771
837	0.5432845868
838	0.5431290614
839	0.5429541343
840	0.5427415574
841	0.542623604
842	0.5424168841
843	0.5422197652
844	0.5419931926
845	0.5417828963
846	0.5416010813
847	0.5414091951
848	0.5412489077
849	0.5410290905
850	0.5408374901
851	0.5406226281
852	0.5403915673
853	0.540302582
854	0.5401694251
855	0.5400104
856	0.5399113092
857	0.5396928427
858	0.5395863084
859	0.5393795799
860	0.5392155038
861	0.5390210582
862	0.5388656498
863	0.5387138477
864	0.538509129
865	0.5383155989
866	0.53817804
867	0.5379901906
868	0.5378160595
869	0.5376805149
870	0.5374634381
871	0.5372466632
872	0.5371099066
873	0.5369238405
874	0.5367441302
875	0.536621844
876	0.5364520312
877	0.5362407259
878	0.5361269704
879	0.5360018808
880	0.5357405764
881	0.5355492974
882	0.5353812674
883	0.5352257953
884	0.5350059925
885	0.5348654053
886	0.5346730754
887	0.534530554
888	0.5343305579
889	0.5341413092
890	0.5339359182
891	0.5338372971
892	0.5336385353
893	0.5334693908
894	0.5333007233
895	0.5331825868
896	0.5330416606
897	0.5329056699
898	0.5327603634
899	0.5326000444
900	0.5324964797
901	0.5323203454
902	0.5321619638
903	0.532045549
904	0.5319177964
905	0.5316681728
906	0.5315535127
907	0.5313530494
908	0.5311548569
909	0.5309458872
910	0.5307867271
911	0.5306703168
912	0.5304957579
913	0.530293087
914	0.5301274628
915	0.5300058865
916	0.5298067813
917	0.5296510352
918	0.5295115854
919	0.5293818407
920	0.5292057985
921	0.5290458193
922	0.5289500569
923	0.5288059749
924	0.5286305457
925	0.5284997024
926	0.5283535422
927	0.5282199419
928	0.5281107741
929	0.527977364
930	0.5278149049
931	0.527657732
932	0.5274738131
933	0.5273535452
934	0.5271693079
935	0.5270198593
936	0.5268761068
937	0.5267411432
938	0.5265387465
939	0.5263494006
940	0.52618862
941	0.5260464295
942	0.5258655373
943	0.5257017259
944	0.5255916835
945	0.5254654646
946	0.5252433699
947	0.5250845491
948	0.5249545468
949	0.5248128013
950	0.5247065837
951	0.5245395439
952	0.5243526866
953	0.5241844516
954	0.5239919286
955	0.523878925
956	0.5237323383
957	0.5235765166
958	0.5234404902
959	0.5232693701
960	0.5231190422
961	0.5229591017
962	0.5228061906
963	0.5226445473
964	0.5224543296
965	0.5222517096
966	0.5221156741
967	0.5220411508
968	0.5219445242
969	0.5217637023
970	0.5215867234
971	0.5214378974
972	0.5212709595
973	0.5210874806
974	0.5209859791
975	0.5207619209
976	0.5206507892
977	0.5204888302
978	0.5203659373
979	0.5201927677
980	0.5200325513
981	0.5197996214
982	0.5196682153
983	0.5194993682
984	0.5193289055
985	0.5191667661
986	0.5190332231
987	0.5188678522
988	0.5187606945
989	0.5186643001
990	0.5184738321
991	0.5183316047
992	0.5182042975
993	0.5180768847
994	0.5179512364
995	0.5178661039
996	0.5177339729
997	0.5175259617
998	0.5173992657
999	0.5171926972
